,Order,Member,products,current_date,p1,p2,p3
1040,8153303,M16611,"['Other Rice Products', 'Besan', 'Gourd & Cucumber', 'Beans', 'Banana']",2456872.5,2456858.5,2456837.5,2456829.5
1041,6695190,M16611,"['Aluminium Foil & Cling Wrap', 'Liquid Soaps & Bars', 'Namkeen', 'Almonds']",2456858.5,2456837.5,2456829.5,2456821.5
1042,6752279,M16611,"['Toor Dal', 'Beans', 'Other Vegetables', 'Root Vegetables', 'Other Rice Products', 'Raisins']",2456837.5,2456829.5,2456821.5,2456814.5
1043,6793246,M16611,"['Other Vegetables', 'Other Dals', 'Almonds', 'Whole Spices', 'Exotic Vegetables', 'Root Vegetables', 'Namkeen', 'Beans', 'Other Dry Fruits']",2456829.5,2456821.5,2456814.5,2456801.5
1044,7882202,M16611,"['Other Jams', 'Beans', 'Other Vegetables', 'Root Vegetables']",2456821.5,2456814.5,2456801.5,2456794.5
1045,7926834,M16611,"['Other Vegetables', 'Exotic Vegetables', 'Beans']",2456814.5,2456801.5,2456794.5,2456781.5
1046,7950003,M16611,"['Sooji & Rava', 'Other Dals', 'Beans', 'Besan', 'Toor Dal', 'Exotic Vegetables', 'Whole Spices', 'Moong Dal', 'Sugar', 'Root Vegetables', 'Namkeen']",2456801.5,2456794.5,2456781.5,2456773.5
1047,7933547,M16611,"['Other Jams', 'Other Vegetables', 'Namkeen', 'Root Vegetables', 'Gourd & Cucumber', 'Other Dals', 'Beans']",2456794.5,2456781.5,2456773.5,2456765.5
1048,8088652,M16611,"['Sugar', 'Beans', 'Other Vegetables', 'Banana', 'Healthy & Digestive Biscuits', 'Whole Spices']",2456781.5,2456773.5,2456765.5,2456749.5
1049,8006749,M16611,"['Banana', 'Almonds', 'Beans', 'Other Vegetables', 'Namkeen', 'Other Dals']",2456773.5,2456765.5,2456749.5,2456748.5
1050,8053012,M16611,"['Moong Dal', 'Other Dals', 'Other Rice Products', 'Basmati Rice', 'Sugar']",2456765.5,2456749.5,2456748.5,2456741.5
1051,8208702,M16611,"['Instant Pastas', 'Sanitary Pads', 'Namkeen', 'Other Vegetables', 'Other Dals', 'Avalakki / Poha', 'Regular Pasta', 'Gourd & Cucumber', 'Beans']",2456749.5,2456748.5,2456741.5,2456732.5
1052,8277851,M16611,"['Root Vegetables', 'Toor Dal', 'Other Vegetables', 'Organic F&V', 'Beans', 'Health Supplements', 'Other Soft Drinks']",2456748.5,2456741.5,2456732.5,2456721.5
1053,8124719,M16611,"['Other Pickle', 'Other Vegetables', 'Gourd & Cucumber', 'Beans', 'Whole Spices', 'Banana']",2456741.5,2456732.5,2456721.5,2456711.5
1054,8106353,M16611,"['Other Pickle', 'Other Rice Products', 'Sugar', 'Toothpaste', 'Banana', 'Beans', 'Other Vegetables', 'Snacky Nuts']",2456732.5,2456721.5,2456711.5,2456704.5
1055,8025588,M16611,"['Liquid Soaps & Bars', 'Cashews', 'Beans', 'Raw Peanuts', 'Other Vegetables', 'Root Vegetables', 'Healthy & Digestive Biscuits']",2456721.5,2456711.5,2456704.5,2456691.5
1056,8185056,M16611,"['Whole Spices', 'Banana', 'Beans', 'Other Vegetables']",2456711.5,2456704.5,2456691.5,2456676.5
1057,8169823,M16611,"['Snacky Nuts', 'Beans', 'Banana', 'Whole Spices', 'Moong Dal', 'Other Vegetables']",2456704.5,2456691.5,2456676.5,2456663.5
1058,8138595,M16611,"['Toor Dal', 'Banana', 'Other Dals', 'Beans', 'Gourd & Cucumber']",2456691.5,2456676.5,2456663.5,2456657.5
1059,8240212,M16611,"['Namkeen', 'Other Dals', 'Beans', 'Other Vegetables']",2456676.5,2456663.5,2456657.5,2456609.5
1060,7911394,M16611,"['Exotic Vegetables', 'Beans', 'Cooking Paste', 'Whole Grains', 'Moong Dal', 'Other Rice Products', 'Root Vegetables', 'Gourd & Cucumber', 'Other Vegetables']",2456663.5,2456657.5,2456609.5,2456589.5
1061,8267488,M16611,"['Organic F&V', 'Veg & Fruit', 'Snacky Nuts', 'Cookies', 'Namkeen', 'Liquid Detergent', 'Cut Vegetables']",2456657.5,2456609.5,2456589.5,2456573.5
1062,8378268,M16611,"['Other Dry Fruits', 'Whole Spices', 'Basmati Rice', 'Liquid Soaps & Bars', 'Shaving Cream, Foam & Gels']",2456609.5,2456589.5,2456573.5,2456567.5
1063,7361359,M16611,"['Sooji & Rava', 'Beans', 'Namkeen', 'Urad Dal', 'Other Dals', 'Liquid Soaps & Bars']",2456589.5,2456573.5,2456567.5,2456556.5
1064,7499331,M16611,"['Hair Oil', 'Root Vegetables', 'Snacky Nuts', 'Other Dry Fruits', 'Jams & Sauces', 'Beans']",2456573.5,2456567.5,2456556.5,2456548.5
1065,7723480,M16611,"['Organic F&V', 'Snacky Nuts', 'Other Vegetables', 'Whole Spices']",2456567.5,2456556.5,2456548.5,2456535.5
1066,7436789,M16611,"['Organic F&V', 'Almonds', 'Raw Peanuts', 'Other Dry Fruits']",2456556.5,2456548.5,2456535.5,2456528.5
1067,7423675,M16611,"['Root Vegetables', 'Organic F&V', 'Other Vegetables', 'Veg & Fruit', 'Beans', 'Whole Spices']",2456548.5,2456535.5,2456528.5,2456522.5
1068,7464194,M16611,"['Namkeen', 'Beans', 'Buttermilk', 'Other Rice Products', 'Gourd & Cucumber', 'Whole Spices', 'Other Dals', 'Curd', 'Root Vegetables', 'Other Vegetables']",2456535.5,2456528.5,2456522.5,2456501.5
1069,7455293,M16611,"['Veg & Fruit', 'Moong Dal', 'Exotic Vegetables', 'Other Vegetables']",2456528.5,2456522.5,2456501.5,2456493.5
1070,7444635,M16611,"['Organic F&V', 'Basmati Rice', 'Namkeen', 'Sanitary Pads', 'Beans', 'Honey', 'Other Vegetables']",2456522.5,2456501.5,2456493.5,2456486.5
1071,7475316,M16611,"['Raisins', 'Organic F&V', 'Root Vegetables', 'Other Dry Fruits', 'Almonds', 'Beans']",2456501.5,2456493.5,2456486.5,2456485.5
1072,7530115,M16611,"['Facial Tissues', 'Cashews', 'Root Vegetables', 'Gourd & Cucumber', 'Snacky Nuts', 'Beans', 'Other Vegetables', 'Other Dry Fruits']",2456493.5,2456486.5,2456485.5,2456482.5
1073,7517275,M16611,"['Moong Dal', 'Other Dals', 'Other Vegetables', 'Organic F&V', 'Whole Spices', 'Namkeen']",2456486.5,2456485.5,2456482.5,2456471.5
1074,8290965,M16611,"['Maida', 'Other Dals', 'Moong Dal', 'Whole Spices', 'Organic F&V', 'Chilli & Soya Sauces', 'Snacky Nuts', 'Other Sweets']",2456485.5,2456482.5,2456471.5,2456457.5
1075,7411944,M16611,"['Organic F&V', 'Other Dry Fruits', 'Other Vegetables']",2456482.5,2456471.5,2456457.5,2456454.5
1076,7558998,M16611,"['Organic Salt,Sugar & Jaggery', 'Exotic Vegetables', 'Yogurt & Lassi', 'Ready Mix', 'Root Vegetables', 'Other Dry Fruits', 'Other Vegetables', 'Organic F&V', 'Beans']",2456471.5,2456457.5,2456454.5,2456450.5
1077,7539682,M16611,"['Other Vegetables', 'Sanitary Pads', 'Organic F&V', 'Veg & Fruit', 'Beans', 'Namkeen']",2456457.5,2456454.5,2456450.5,2456436.5
1078,8364509,M16611,"['Namkeen', 'Raisins', 'Whole Grains', 'Cashews', 'Aluminium Foil & Cling Wrap', 'Other Dry Fruits']",2456454.5,2456450.5,2456436.5,2456425.5
1079,7506052,M16611,"['Snacky Nuts', 'Organic F&V', 'Namkeen', 'Beans', 'Whole Spices', 'Root Vegetables', 'Other Vegetables', 'Gourd & Cucumber', 'Liquid Soaps & Bars']",2456450.5,2456436.5,2456425.5,2456422.5
1080,7573516,M16611,"['Root Vegetables', 'Organic F&V', 'Other Dals', 'Other Vegetables', 'Buns & Pavs', 'Besan']",2456436.5,2456425.5,2456422.5,2456359.5
1081,7625380,M16611,"['Namkeen', 'Sanitary Pads', 'Exotic Vegetables', 'Whole Spices', 'Liquid Soaps & Bars']",2456425.5,2456422.5,2456359.5,2456325.5
1082,7394305,M16611,"['Snacky Nuts', 'Namkeen']",2456422.5,2456359.5,2456325.5,2456298.5
1083,7487432,M16611,"['Gourd & Cucumber', 'Organic F&V', 'Veg & Fruit', 'Other Vegetables', 'Snacky Nuts']",2456359.5,2456325.5,2456298.5,0.0
1084,7716961,M16611,"['Sunflower Oils', 'Organic F&V', 'Pasta & Noodles', 'Other Dals', 'Cashews', 'Basmati Rice', 'Liquid Soaps & Bars']",2456325.5,0.0,0.0,0.0
1085,7585211,M16611,"['Beans', 'Root Vegetables', 'Liquid Detergent', 'Organic F&V', 'Liquid Soaps & Bars', 'Vermicelli']",2456298.5,2456298.5,0.0,0.0
1086,6486768,M18732,"['Toor Dal', 'Root Vegetables', 'Brinjals', 'Beans', 'Honey']",2456928.5,2456920.5,2456914.5,2456886.5
1087,6458076,M18732,"['Moong Dal', 'Shaving Blade & Razors', 'Toor Dal', 'Beans', 'Whole Spices', 'Other Vegetables', 'Raw Rice', 'Mosquito Repellent', 'Other Sweets', 'Brinjals']",2456920.5,2456914.5,2456886.5,2456877.5
1088,6501204,M18732,"['Root Vegetables', 'Chips', 'Whole Spices', 'Brinjals', 'Gourd & Cucumber']",2456914.5,2456886.5,2456877.5,2456871.5
1089,6594810,M18732,"['Toor Dal', 'Gourd & Cucumber', 'Brinjals', 'Other Vegetables', 'Bread', 'Organic Rice & Rice Products']",2456886.5,2456877.5,2456871.5,2456857.5
1090,6629602,M18732,"['Banana', 'Other Vegetables', 'Ghee', 'Root Vegetables', 'Organic Rice & Rice Products']",2456877.5,2456871.5,2456857.5,2456844.5
1091,8215655,M18732,"['Gourd & Cucumber', 'Raw Rice', 'Aluminium Foil & Cling Wrap', 'Other Dals', 'Honey', 'Sugar']",2456871.5,2456857.5,2456844.5,2456817.5
1092,6691832,M18732,"['Bread', 'Root Vegetables', 'Other Vegetables', 'Gourd & Cucumber', 'Banana']",2456857.5,2456844.5,2456817.5,2456812.5
1093,7928016,M18732,"['Moong Dal', 'Other Dals', 'Root Vegetables', 'Other Vegetables', 'Cashews']",2456844.5,2456817.5,2456812.5,2456793.5
1094,6533314,M18732,"['Organic Dals & Pulses', 'Chips', 'Organic Rice & Rice Products', 'Car Shampoo & Wax', 'Bread', 'Organic Flours']",2456817.5,2456812.5,2456793.5,2456787.5
1095,8092455,M18732,"['Root Vegetables', 'Other Vegetables', 'Gourd & Cucumber']",2456812.5,2456793.5,2456787.5,2456766.5
1096,7994088,M18732,"['Gourd & Cucumber', 'Maida', 'Other Vegetables', 'Yogurt & Lassi', 'Brinjals', 'Root Vegetables', 'Organic F&V']",2456793.5,2456787.5,2456766.5,2456745.5
1097,6443026,M18732,"['Moong Dal', 'Raw Rice', 'Bread', 'Other Vegetables', 'Brinjals', 'Banana', 'Sugar', 'Organic Rice & Rice Products']",2456787.5,2456766.5,2456745.5,2456738.5
1098,8056786,M18732,"['Gourd & Cucumber', 'Brinjals', 'Other Vegetables', 'Root Vegetables']",2456766.5,2456745.5,2456738.5,2456732.5
1099,8069377,M18732,"['Chilli & Soya Sauces', 'Brinjals', 'Other Dals', 'Root Vegetables', 'Banana', 'Other Rice Products']",2456745.5,2456738.5,2456732.5,2456710.5
1100,8120255,M18732,"['Brinjals', 'Banana', 'Root Vegetables', 'Other Vegetables']",2456738.5,2456732.5,2456710.5,2456703.5
1101,8106496,M18732,"['Honey', 'Other Dry Fruits', 'Raisins', 'Raw Rice', 'Health Drinks', 'Root Vegetables', 'Banana', 'Moong Dal', 'Healthy & Digestive Biscuits', 'Other Vegetables', 'Brinjals', 'Cashews']",2456732.5,2456710.5,2456703.5,2456683.5
1102,8185647,M18732,"['Cream Biscuits', 'Other Dals', 'Root Vegetables', 'Sooji & Rava', 'Mango Juices', 'Cooking Paste', 'Toor Dal']",2456710.5,2456703.5,2456683.5,2456675.5
1103,8167219,M18732,"['Other Vegetables', 'Sugar', 'Cream Biscuits', 'Other Dals', 'Brinjals', 'Root Vegetables']",2456703.5,2456683.5,2456675.5,2456660.5
1104,8252555,M18732,"['Banana', 'Brinjals', 'Other Vegetables', 'Health Drinks', 'Root Vegetables', 'Cooking Paste', 'Sunflower Oils']",2456683.5,2456675.5,2456660.5,2456655.5
1105,8237661,M18732,"['Moong Dal', 'Gourd & Cucumber', 'Other Vegetables', 'Banana', 'Brinjals']",2456675.5,2456660.5,2456655.5,2456640.5
1106,8135899,M18732,"['Gourd & Cucumber', 'Other Vegetables', 'Other Dals', 'Urad Dal', 'Moong Dal', 'Cooking Paste', 'Raw Rice', 'Beans', 'Other Rice Products', 'Brinjals', 'Cream Biscuits', 'Maida']",2456660.5,2456655.5,2456640.5,2456637.5
1107,8265301,M18732,"['Cooking Paste', 'Glucose, Marie & Milk Biscuits', 'Raw Rice', 'Cookies', 'Cream Biscuits']",2456655.5,2456640.5,2456637.5,2456626.5
1108,8304378,M18732,"['Brinjals', 'Other Vegetables', 'Gourd & Cucumber', 'Root Vegetables']",2456640.5,2456637.5,2456626.5,2456620.5
1109,8374304,M18732,"['Other Dals', 'Sooji & Rava', 'Honey', 'Root Vegetables', 'Beans', 'Banana', 'Moong Dal']",2456637.5,2456626.5,2456620.5,2456592.5
1110,8342418,M18732,"['Other Dals', 'Face Packs & Scrubs', 'Glucose, Marie & Milk Biscuits', 'Other Vegetables', 'Cream Biscuits', 'Namkeen', 'Ghee', 'Cooking Paste', 'Moong Dal', 'Honey', 'Face Wash']",2456626.5,2456620.5,2456592.5,2456568.5
1111,8330813,M18732,"['Gourd & Cucumber', 'Cooking Paste', 'Other Vegetables', 'Root Vegetables', 'Brinjals']",2456620.5,2456592.5,2456568.5,2456557.5
1112,7364952,M18732,"['Other Dals', 'Health Drinks', 'Mango Juices', 'Raw Rice']",2456592.5,2456568.5,2456557.5,2456543.5
1113,7684198,M18732,"['Root Vegetables', 'Brinjals', 'Beans', 'Other Vegetables', 'Toor Dal']",2456568.5,2456557.5,2456543.5,2456532.5
1114,7372990,M18732,"['Gourd & Cucumber', 'Other Vegetables', 'Sugar', 'Root Vegetables']",2456557.5,2456543.5,2456532.5,2456523.5
1115,7496106,M18732,"['Gourd & Cucumber', 'Banana', 'Root Vegetables', 'Brinjals', 'Other Vegetables']",2456543.5,2456532.5,2456523.5,2456510.5
1116,7460726,M18732,"['Other Vegetables', 'Brinjals', 'Gourd & Cucumber', 'Hair Oil', 'Root Vegetables']",2456532.5,2456523.5,2456510.5,2456500.5
1117,7445781,M18732,"['Other Dals', 'Root Vegetables', 'Other Vegetables', 'Beans', 'Gourd & Cucumber', 'Brinjals']",2456523.5,2456510.5,2456500.5,2456465.5
1118,7595829,M18732,"['Sooji & Rava', 'Root Vegetables', 'Moong Dal', 'Other Dals', 'Brinjals']",2456510.5,2456500.5,2456465.5,2456458.5
1119,7473241,M18732,"['Raw Rice', 'Root Vegetables', 'Beans', 'Banana', 'Brinjals', 'Chilli & Soya Sauces', 'Other Vegetables', 'Moong Dal']",2456500.5,2456465.5,2456458.5,2456437.5
1120,7549418,M18732,"['Root Vegetables', 'Avalakki / Poha', 'Raisins', 'Brinjals', 'Banana', 'Cashews', 'Other Vegetables', 'Raw Rice']",2456465.5,2456458.5,2456437.5,2456425.5
1121,7540425,M18732,"['Shaving Cream, Foam & Gels', 'Brinjals', 'Root Vegetables', 'Banana', 'Other Vegetables', 'Gourd & Cucumber', 'Beans']",2456458.5,2456437.5,2456425.5,2456411.5
1122,7575163,M18732,"['Brinjals', 'Other Vegetables', 'Root Vegetables', 'Banana']",2456437.5,2456425.5,2456411.5,2456359.5
1123,7626482,M18732,"['Banana', 'Brinjals', 'Namkeen', 'Other Vegetables']",2456425.5,2456411.5,2456359.5,2456358.5
1124,7607936,M18732,"['Root Vegetables', 'Cooking Paste', 'Moong Dal', 'Brinjals', 'Raw Rice', 'Toor Dal', 'Mosquito Repellent', 'Other Insect Repellent', 'Energy Drinks']",2456411.5,2456359.5,2456358.5,2456333.5
1125,7487129,M18732,"['Toor Dal', 'Gourd & Cucumber', 'Other Dals', 'Raw Rice', 'Brinjals', 'Moong Dal', 'Maida', 'Cooking Paste', 'Sugar', 'Avalakki / Poha', 'Other Vegetables', 'Root Vegetables', 'Whole Spices', 'Banana', 'Sooji & Rava']",2456359.5,2456358.5,2456333.5,2456332.5
1126,7566911,M18732,"['Sooji & Rava', 'Beans', 'Gourd & Cucumber', 'Toor Dal', 'Raw Rice', 'Moong Dal', 'Banana']",2456358.5,2456333.5,2456332.5,2456326.5
1127,7389867,M18732,"['Avalakki / Poha', 'Banana', 'Beans', 'Moong Dal', 'Brinjals', 'Cooking Paste', 'Root Vegetables', 'Other Vegetables', 'Raw Rice', 'Other Dals']",2456333.5,2456332.5,2456326.5,2456298.5
1128,7469652,M18732,"['Other Vegetables', 'Banana', 'Raw Rice', 'Cooking Paste', 'Root Vegetables']",2456332.5,2456326.5,2456298.5,0.0
1129,7676823,M18732,"['Instant Pastas', 'Health Drinks', 'Other Vegetables', 'Raw Rice', 'Whole Spices', 'Brinjals', 'Moong Dal']",2456326.5,0.0,0.0,0.0
1130,7584529,M18732,"['Raw Rice', 'Health Drinks', 'Sugar', 'Other Vegetables', 'Cooking Paste', 'Honey', 'Banana', 'Moong Dal', 'Ghee', 'Other Dals']",2456298.5,2456298.5,0.0,0.0
1131,6426322,M22037,"['Pain Relievers', 'Cut Vegetables', 'Raisins', 'Aluminium Foil & Cling Wrap', 'Hair Oil', 'Sugar', 'Other Sweets', 'Home & Air Freshener']",2456929.5,2456914.5,2456895.5,2456887.5
1132,6502959,M22037,"['Brinjals', 'Other Vegetables', 'Other Dals', 'Sunflower Oils', 'Cut Vegetables', 'Toor Dal', 'Raw Peanuts', 'Home & Air Freshener', 'Cashews', 'Face Wash', 'Almonds']",2456914.5,2456895.5,2456887.5,2456870.5
1133,6561683,M22037,"['Cut Vegetables', 'Sooji & Rava', 'Brinjals', 'Root Vegetables', 'Other Vegetables']",2456895.5,2456887.5,2456870.5,2456868.5
1134,6600098,M22037,"['Root Vegetables', 'Brinjals', 'Cashews', 'Other Dals', 'Beans', 'Sunflower Oils']",2456887.5,2456870.5,2456868.5,2456786.5
1135,8283360,M22037,"['Toor Dal', 'Gourd & Cucumber', 'Whole Spices', 'Sunflower Oils', 'Beans', 'Toothpaste', 'Urad Dal', 'Other Vegetables', 'Sooji & Rava', 'Sugar']",2456870.5,2456868.5,2456786.5,2456779.5
1136,6661289,M22037,"['Other Vegetables', 'Mosquito Repellent', 'Sunflower Oils', 'Urad Dal', 'Gourd & Cucumber', 'Home & Air Freshener', 'Basmati Rice', 'Brinjals']",2456868.5,2456786.5,2456779.5,2456772.5
1137,6529287,M22037,"['Beans', 'Rice Flour', 'Sunflower Oils', 'Brinjals', 'Other Vegetables', 'Pain Relievers', 'Sooji & Rava', 'Cut Vegetables']",2456786.5,2456779.5,2456772.5,2456762.5
1138,8210285,M22037,"['Cashews', 'Gourd & Cucumber', 'Sugar', 'Other Vegetables', 'Urad Dal', 'Moong Dal', 'Other Rice Products', 'Sunflower Oils', 'Mens Deo', 'Cooking Paste']",2456779.5,2456772.5,2456762.5,2456753.5
1139,8001840,M22037,"['Whole Spices', 'Gourd & Cucumber', 'Toothpaste', 'Urad Dal', 'Boiled Rice', 'Other Rice Products', 'Other Dals', 'Sugar', 'Face Wash', 'Sunflower Oils']",2456772.5,2456762.5,2456753.5,2456750.5
1140,8047054,M22037,"['Brinjals', 'Other Flours', 'Sooji & Rava', 'Jaggery', 'Besan', 'Other Vegetables', 'Sunflower Oils', 'Mosquito Repellent', 'Root Vegetables', 'Banana', 'Beans', 'Rice Flour', 'Urad Dal']",2456762.5,2456753.5,2456750.5,2456733.5
1141,7918624,M22037,"['Other Vegetables', 'Brinjals', 'Sunflower Oils', 'Toor Dal', 'Mosquito Repellent', 'Root Vegetables']",2456753.5,2456750.5,2456733.5,2456704.5
1142,8142298,M22037,"['Other Vegetables', 'Organic Flours', 'Whole Spices', 'Raw Peanuts', 'Agarbatti', 'Jaggery', 'Sunflower Oils', 'Other Rice Products', 'Beans', 'Other Dals', 'Root Vegetables', 'Toor Dal', 'Urad Dal', 'Rice Flour', 'Other Flours', 'Brinjals', 'Boiled Rice']",2456750.5,2456733.5,2456704.5,2456685.5
1143,8109025,M22037,"['Whole Spices', 'Sooji & Rava', 'Mosquito Repellent', 'Cashews', 'Sunflower Oils', 'Other Rice Products']",2456733.5,2456704.5,2456685.5,2456678.5
1144,8170403,M22037,"['Organic F&V', 'Jaggery', 'Sooji & Rava', 'Sugar', 'Sunflower Oils', 'Root Vegetables', 'Other Rice Products', 'Other Vegetables', 'Boiled Rice', 'Moong Dal', 'Beans', 'Urad Dal']",2456704.5,2456685.5,2456678.5,2456670.5
1145,8257455,M22037,"['Beans', 'Raw Peanuts', 'Sugar', 'Root Vegetables', 'Sunflower Oils', 'Health Drinks']",2456685.5,2456678.5,2456670.5,2456654.5
1146,8242539,M22037,"['Root Vegetables', 'Brinjals', 'Whole Spices', 'Other Vegetables', 'Beans', 'Cream Biscuits', 'Toor Dal']",2456678.5,2456670.5,2456654.5,2456643.5
1147,8227841,M22037,"['Boiled Rice', 'Mosquito Repellent', 'Shoe Polish', 'Other Rice Products', 'Sunflower Oils', 'Other Pooja Needs', 'Beans', 'Face Wash', 'Cream Biscuits']",2456670.5,2456654.5,2456643.5,2456632.5
1148,8261753,M22037,"['Sunflower Oils', 'Gourd & Cucumber', 'Cookies', 'Whole Spices', 'Other Rice Products', 'Sugar', 'Urad Dal', 'Cream Biscuits', 'Cooking Paste', 'Home & Air Freshener', 'Mosquito Repellent', 'Sooji & Rava']",2456654.5,2456643.5,2456632.5,2456621.5
1149,8310668,M22037,"['Urad Dal', 'Brinjals', 'Beans', 'Whole Spices', 'Cashews', 'Other Vegetables', 'Jaggery', 'Sunflower Oils', 'Toor Dal', 'Sooji & Rava']",2456643.5,2456632.5,2456621.5,2456611.5
1150,7601665,M22037,"['Sugar', 'Boiled Rice', 'Sunflower Oils', 'Other Vegetables', 'Cream Biscuits']",2456632.5,2456621.5,2456611.5,2456592.5
1151,8332511,M22037,"['Besan', 'Toor Dal', 'Other Vegetables', 'Root Vegetables', 'Sugar', 'Urad Dal', 'Instant Pastas']",2456621.5,2456611.5,2456592.5,2456585.5
1152,8380124,M22037,"['Raw Peanuts', 'Other Dals', 'Urad Dal', 'Other Vegetables', 'Gourd & Cucumber', 'Beans', 'Brinjals', 'Organic Flours', 'Sooji & Rava', 'Sunflower Oils', 'Jaggery', 'Toothpaste', 'Mosquito Repellent', 'Toor Dal', 'Sugar']",2456611.5,2456592.5,2456585.5,2456581.5
1153,7367382,M22037,"['Other Vegetables', 'Gourd & Cucumber', 'Beans', 'Sunflower Oils', 'Other Dals', 'Moong Dal']",2456592.5,2456585.5,2456581.5,2456559.5
1154,7354208,M22037,"['Sooji & Rava', 'Toor Dal', 'Whole Spices', 'Sugar', 'Sunflower Oils']",2456585.5,2456581.5,2456559.5,2456550.5
1155,7347905,M22037,"['Gourd & Cucumber', 'Pain Relievers', 'Glucose, Marie & Milk Biscuits', 'Sugar', 'Root Vegetables', 'Toothpaste', 'Beans', 'Other Sweets', 'Whole Spices']",2456581.5,2456559.5,2456550.5,2456527.5
1156,7376607,M22037,"['Other Vegetables', 'Moong Dal', 'Sugar', 'Gourd & Cucumber', 'Toor Dal', 'Beans', 'Brinjals', 'Urad Dal']",2456559.5,2456550.5,2456527.5,2456492.5
1157,7426419,M22037,"['Sooji & Rava', 'Agarbatti', 'Beans', 'Other Vegetables', 'Brinjals', 'Gourd & Cucumber', 'Sugar Cubes', 'Raw Peanuts', 'Urad Dal', 'Toothpaste']",2456550.5,2456527.5,2456492.5,2456486.5
1158,7451718,M22037,"['Jaggery', 'Sunflower Oils', 'Moong Dal', 'Sooji & Rava', 'Liquid Soaps & Bars', 'Sugar', 'Other Vegetables', 'Toothpaste', 'Glucose, Marie & Milk Biscuits', 'Root Vegetables']",2456527.5,2456492.5,2456486.5,2456477.5
1159,7527991,M22037,"['Other Dals', 'Beans', 'Whole Spices', 'Sunflower Oils', 'Organic F&V']",2456492.5,2456486.5,2456477.5,2456467.5
1160,7517591,M22037,"['Root Vegetables', 'Toor Dal', 'Sunflower Oils', 'Cashews', 'Other Vegetables', 'Gourd & Cucumber', 'Beans', 'Sugar', 'Urad Dal', 'Raw Peanuts', 'Besan']",2456486.5,2456477.5,2456467.5,2456455.5
1161,7648515,M22037,"['Beans', 'Brinjals', 'Other Dals', 'Other Vegetables', 'Root Vegetables', 'Organic F&V', 'Sooji & Rava', 'Raw Peanuts', 'Sunflower Oils', 'Gourd & Cucumber']",2456477.5,2456467.5,2456455.5,2456452.5
1162,7552384,M22037,"['Other Vegetables', 'Toor Dal', 'Liquid Soaps & Bars', 'Whole Spices']",2456467.5,2456455.5,2456452.5,2456443.5
1163,8354680,M22037,"['Beans', 'Other Rice Products', 'Sunflower Oils', 'Jaggery', 'Moong Dal', 'Brinjals', 'Gourd & Cucumber', 'Other Vegetables', 'Boiled Rice', 'Cream Biscuits', 'Toothpaste']",2456455.5,2456452.5,2456443.5,2456431.5
1164,7411009,M22037,"['Other Vegetables', 'Sunflower Oils', 'Urad Dal', 'Cooking Paste', 'Beans', 'Cashews', 'Shoe Polish', 'Sugar', 'Boiled Rice']",2456452.5,2456443.5,2456431.5,2456428.5
1165,7583387,M22037,"['Other Vegetables', 'Beans', 'Banana', 'Toor Dal', 'Cakes']",2456443.5,2456431.5,2456428.5,2456423.5
1166,7633105,M22037,"['Rice Flour', 'Raw Rice', 'Toor Dal', 'Urad Dal', 'Sooji & Rava', 'Banana', 'Sugar']",2456431.5,2456428.5,2456423.5,2456418.5
1167,7628882,M22037,"['Root Vegetables', 'Brinjals', 'Beans', 'Buns & Pavs']",2456428.5,2456423.5,2456418.5,2456417.5
1168,8362344,M22037,"['Sugar', 'Gourd & Cucumber', 'Cashews', 'Sooji & Rava', 'Cooking Paste', 'Health Drinks', 'Other Vegetables', 'Sunflower Oils']",2456423.5,2456418.5,2456417.5,2456408.5
1169,7591197,M22037,"['Cream Biscuits', 'Shoe Polish', 'Root Vegetables', 'Beans', 'Mosquito Repellent', 'Banana', 'Other Vegetables', 'Brinjals']",2456418.5,2456417.5,2456408.5,2456397.5
1170,7615274,M22037,"['Beans', 'Root Vegetables', 'Boiled Rice', 'Besan', 'Organic F&V', 'Banana', 'Toilet Cleaners', 'Sooji & Rava', 'Brinjals']",2456417.5,2456408.5,2456397.5,2456392.5
1171,7604129,M22037,"['Gourd & Cucumber', 'Sooji & Rava', 'Boiled Rice', 'Beans', 'Brinjals']",2456408.5,2456397.5,2456392.5,2456375.5
1172,7657391,M22037,"['Health Drinks', 'Beans', 'Liquid Soaps & Bars', 'Root Vegetables', 'Mosquito Repellent', 'Gourd & Cucumber', 'Other Vegetables', 'Sooji & Rava']",2456397.5,2456392.5,2456375.5,2456366.5
1173,7393840,M22037,"['Brinjals', 'Beans', 'Urad Dal', 'Other Vegetables', 'Sunflower Oils', 'Jaggery', 'Boiled Rice', 'Other Rice Products', 'Gourd & Cucumber', 'Sooji & Rava', 'Toor Dal']",2456392.5,2456375.5,2456366.5,2456354.5
1174,7700044,M22037,"['Beans', 'Sunflower Oils', 'Bread', 'Brinjals', 'Root Vegetables', 'Cream Biscuits', 'Gourd & Cucumber', 'Organic F&V', 'Other Vegetables']",2456375.5,2456366.5,2456354.5,2456344.5
1175,7689488,M22037,"['Sunflower Oils', 'Rice Flour', 'Beans', 'Root Vegetables', 'Sooji & Rava', 'Toor Dal', 'Other Vegetables']",2456366.5,2456354.5,2456344.5,2456340.5
